	split	genre	dataset	year	sid	score	sentence1	sentence2	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Paraph)	Zero_Shot_ALL_THREE	Zero_Shot_Majority_vote
3010	train	main-news	MSRpar	2012train	83	3.0	"Chante Jawan Mallard, 27, went on trial Monday, charged with first-degree murder."	"Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence."	0	0	0	0	0
3011	train	main-news	MSRpar	2012train	85	2.75	"Linda Saunders pleaded guilty in federal court to six charges, including extortion, money laundering and conspiracy."	Former Phipps aides Linda Saunders and Bobby McLamb have both pleaded guilty to federal charges including extortion.	0	0	1	0	0
3012	train	main-news	MSRpar	2012train	86	2.6	Vivendi shares closed 3.8 percent up in Paris at 15.78 euros.	Vivendi shares were 0.3 percent up at 15.62 euros in Paris at 0841 GMT.	0	0	1	0	0
3013	train	main-news	MSRpar	2012train	87	3.4	Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.	The company has publicly identified Linux as one of its biggest competitive threats.	1	1	1	1	1
3014	train	main-news	MSRpar	2012train	88	3.6	"Antonio Monteiro de Castro, 58, currently director of the group’s Latin America & Caribbean operations, will become chief operating officer from the same date."	"BAT also said Antonio Monteiro de Castro, director for Latin America and the Caribbean, would become chief operating officer on January 1, 2004."	1	1	1	1	1
3015	train	main-news	MSRpar	2012train	89	3.6	"""Spin and manipulative public relations and propaganda are not the answer,"" it said."	"The report added that ""spin"" and manipulative public relations ""are not the answer,"" but that neither is avoiding the debate."	1	1	1	1	1
3016	train	main-news	MSRpar	2012train	90	4.8	"Another shooting linked to the spree occurred Nov. 11 at Hamilton Central Elementary in Obetz, about two miles from the freeway."	"The latest shooting linked to the spree was a Nov. 11 shooting at Hamilton Township Elementary School in Obetz, about two miles from the freeway."	1	1	1	1	1
3017	train	main-news	MSRpar	2012train	91	4.0	"On Tuesday, the central bank left interest rates steady, as expected, but also declared that overall risks were weighted toward weakness and warned of deflation risks."	"The central bank's policy board left rates steady for now, as widely expected, but surprised the market by declaring that overall risks were weighted toward weakness."	0	0	1	0	0
3018	train	main-news	MSRpar	2012train	93	3.4	Fighting erupted after four North Korean journalists confronted a dozen South Korean activists protesting human rights abuses in the North outside the main media centre.	Trouble flared when at least four North Korean reporters rushed from the Taegu media centre to confront a dozen activists protesting against human rights abuses in the North.	1	1	1	1	1
3019	train	main-news	MSRpar	2012train	94	2.4	Dusty had battled kidney cancer for more than a year.	Dusty had surgery for cancer in 2001 and had a kidney removed.	0	1	0	0	0
3020	train	main-news	MSRpar	2012train	96	3.0	"Kadyrov was not injured, but four of his bodyguards were among those killed."	But Itar-Tass news agency said four of his bodyguards were among those killed by the bomb.	1	0	1	0	1
3021	train	main-news	MSRpar	2012train	98	2.75	The commission estimates California lost $1.34 billion -- the most of any state -- to tax shelters in 2001.	The commission estimated California lost $937 million to corporate tax shelters in 2001.	0	0	0	0	0
3022	train	main-news	MSRpar	2012train	99	4.0	The officials did not say whether U.S. forces crossed into Syrian territory and were vague about how the Syrian border guards became involved.	"U.S. officials did not say whether American forces, who were acting on intelligence, crossed into Syrian territory and were vague about how the Syrian guards were involved."	1	0	1	0	1
3023	train	main-news	MSRpar	2012train	100	1.75	VeriSign introduced its Site Finder service on Sept. 15.	"The battle around VeriSign""s three-week-old Site Finder service rages on."	0	0	0	0	0
3024	train	main-news	MSRpar	2012train	102	4.5	"Druce is still being held at the prison and is now in isolation, she said."	Druce last night was held in isolation at the same prison.	0	0	1	0	0
3025	train	main-news	MSRpar	2012train	104	5.0	"Their leader, Abu Bakr al-Azdi, turned himself in in June; his deputy was killed in a recent shootout with Saudi forces."	"Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently."	1	1	1	1	1
3026	train	main-news	MSRpar	2012train	105	3.0	"After Freitas' opening statement, King County Superior Court Judge Charles Mertel recessed trial until after the Thanksgiving weekend."	King County Superior Court Judge Charles Mertel will then recess the trial until Monday.	0	1	1	0	1
3027	train	main-news	MSRpar	2012train	106	2.8	"Google's investors include prominent VC firms Kleiner Perkins Caufield & Byers and Sequoia Capital, the paper noted."	Google's early stage backers in include California-based Stanford University and VC firms Kleiner Perkins and Sequoia Capital.	0	0	1	0	0
3028	train	main-news	MSRpar	2012train	107	2.667	July 1st is the sixth anniversary of Hong Kong's return to Chinese rule.	The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.	0	1	1	0	1
3029	train	main-news	MSRpar	2012train	108	4.0	"Palm Wednesday announced plans to acquire Handspring, a company started by Jeff Hawkins, regarded by many as the father of the Palm handheld."	"Palm said on Wednesday it plans to buy Handspring, a company created by renegade Palm co-founder Jeff Hawkins."	1	1	1	1	1
3030	train	main-news	MSRpar	2012train	110	4.25	"The government recently shelved peace talks with the MILF, being brokered by Malaysia, after a string of attacks, including three bombings, on Mindanao."	"The government recently shelved peace talks being brokered by neighbouring Malaysia after a spate of attacks on Mindanao, including three deadly bombings, that it blamed on the MILF."	1	1	1	1	1
3031	train	main-news	MSRpar	2012train	111	4.176	"The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period."	"That was up from the year-ago quarter, when the company earned $54.3 million, or 22 cents a share."	1	1	1	1	1
3032	train	main-news	MSRpar	2012train	112	3.0	"Joining Boston on Monday were the Massachusetts communities of Watertown, Saugus and Framingham."	"Along with Boston, Watertown, Saugus and Framingham also are going smoke-free Monday."	0	0	1	0	0
3033	train	main-news	MSRpar	2012train	114	3.8	ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.	Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.	1	0	1	0	1
3034	train	main-news	MSRpar	2012train	115	4.6	The union had not yet revealed which chain would be targeted.	The union said it would reveal later which chain would be targeted.	0	0	1	0	0
3035	train	main-news	MSRpar	2012train	116	1.4	"Get it all out,"" says Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm based in New York City."	"Innocent or not, ""she's damaged goods,"" said Howard Davidowitz, chairman of Davidowitz & Associates, a national retail consulting firm in New York."	0	0	1	0	0
3036	train	main-news	MSRpar	2012train	117	2.8	"The updated products include Pylon Pro, Pylon Conduit, Pylon Anywhere, and Pylon Application Server."	The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro.	0	0	0	0	0
3037	train	main-news	MSRpar	2012train	119	4.2	Turkish authorities have said all the suicide bombers were Turks.	Ankara says all four suicide bombers were Turkish.	1	1	1	1	1
3038	train	main-news	MSRpar	2012train	120	1.0	"In April, it had forecast operating earnings in the range of 60 to 80 cents a share."	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.	0	0	0	0	0
3039	train	main-news	MSRpar	2012train	121	4.2	"From Florida to Alaska, thousands of revelers vowed to push for more legal rights, including same-sex marriages."	"Thousands of revellers, celebrating the decision, vowed to push for more legal rights, including same-sex marriages."	1	1	1	1	1
3040	train	main-news	MSRpar	2012train	123	2.5	"Others with such a status are Egypt, Israel, and Australia."	Nations like Israel and Australia already have such status.	1	1	1	1	1
3041	train	main-news	MSRpar	2012train	124	3.5	The findings appear in Wednesday's Journal of the American Medical Association (news - web sites).	The results are to be published in Wednesday's issue of The Journal of the American Medical Association.	1	1	1	1	1
3042	train	main-news	MSRpar	2012train	125	4.75	"Additionally, the h2210’s cradle has room to charge a second battery."	The cradle for the h2200 has space for recharging a second battery.	0	0	1	0	0
3043	train	main-news	MSRpar	2012train	127	3.5	"One of the 14 Kurds pointed at the word ""refugee"" in an English/Turkish dictionary."	"One man had brandished an English-Turkish dictionary and pointed to the word ""refugee""."	1	1	1	1	1
3044	train	main-news	MSRpar	2012train	128	4.0	"""Close co-operation between law-enforcement agencies and intelligence services lie at the heart of the ongoing fight against terrorism,"" Mr Howard said."	"Close cooperation between regional law enforcement agencies and intelligence services was at the heart of the fight against terrorism, he said."	1	1	1	1	1
3045	train	main-news	MSRpar	2012train	129	2.0	"In 2006, the group says the market will rebound 29.6 percent to $21.3 billion in sales."	"In 2006, Asia Pacific will report growth of 7.9 percent to $81.8 billion."	0	0	0	0	0
3046	train	main-news	MSRpar	2012train	130	3.2	"Captain Robert Ramsey of the US 1st Armoured Division said a truck had exploded outside the building about 11am, and that one of the compound's outer walls had collapsed."	Captain Robert Ramsey of US 1St Armored Division said a truck had exploded outside the building at around 11 am.	1	1	1	1	1
3047	train	main-news	MSRpar	2012train	132	3.8	This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence.	"Later this year, the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions."	0	1	1	0	1
3048	train	main-news	MSRpar	2012train	136	2.5	"""The figures are becoming catastrophic,"" said Dr. Patrick Pelloux, the president of the association of emergency room physicians."	"This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors."	0	0	0	0	0
3049	train	main-news	MSRpar	2012train	137	3.0	"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom."	"""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said."	1	1	1	1	1
3050	train	main-news	MSRpar	2012train	138	4.0	The mother also alleged in the lawsuit that she was sexually assaulted by one of the guards.	The mother also contended that she was sexually assaulted by one of the guards during the 1998 confrontation.	1	1	1	1	1
3051	train	main-news	MSRpar	2012train	141	2.625	"Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion."	Spansion Flash memory solutions are available worldwide from AMD and Fujitsu.	1	1	1	1	1
3052	train	main-news	MSRpar	2012train	142	3.2	The world's two largest automakers said their U.S. sales declined more than predicted last month as a late summer sales frenzy caused more of an industry backlash than expected.	Domestic sales at both GM and No. 2 Ford Motor Co. declined more than predicted as a late summer sales frenzy prompted a larger-than-expected industry backlash.	1	1	1	1	1
